,title,sentiment
478,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,neutral
479,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",neutral
480,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral
481,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,neutral
482,"Cargotec 's share capital after the increase totals 64,046,460 euros .",neutral
483,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",neutral
484,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive
485,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive
486,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive
487,Estonia 's beer market overall grew three percent last year to 130 million liters .,positive
488,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,neutral
489,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive
490,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,neutral
491,Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,neutral
492,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive
493,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral
494,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",neutral
495,It delivers a different user experience and enables us to widen the market we can address . '',positive
496,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,neutral
497,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",positive
498,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive
499,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral
500,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,negative
501,Rental of building equipment accounted for 88 percent of the operating income .,neutral
502,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral
503,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,neutral
504,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,neutral
505,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive
506,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",neutral
507,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
508,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,neutral
509,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",neutral
510,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive
511,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,neutral
512,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",neutral
513,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",neutral
514,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",neutral
515,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",neutral
516,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",neutral
517,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",positive
518,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",positive
519,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,positive
520,The Group aims to increase its net sales and comparable operating profit in 2006 .,positive
521,The order also includes start-up and commissioning services .,neutral
522,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",neutral
523,The phones are targeted at first time users in growth markets .,neutral
524,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",neutral
525,The revenues of the business reached NOK 12 million for 2008 .,neutral
526,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive
527,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",positive
528,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .",positive
529,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,neutral
530,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",neutral
531,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,neutral
532,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral
533,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral
534,We have made long-term investments in developing the system 's implementation model .,neutral
535,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",positive
536,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",neutral
537,VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral
538,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive
539,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
540,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",neutral
541,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",positive
542,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative
543,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative
544,"However , the growth margin slowed down due to the financial crisis .",negative
545,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",positive
546,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive
547,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive
548,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
549,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive
550,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",positive
551,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
552,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,positive
553,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,positive
554,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive
555,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive
556,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive
557,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
558,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",positive
559,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive
560,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive
561,It estimates the operating profit to further improve from the third quarter .,positive
562,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive
563,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,positive
564,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,positive
565,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive
566,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive
567,"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",positive
568,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive
569,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral
570,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral
571,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral
572,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",neutral
573,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral
574,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral
575,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",positive
576,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral
577,"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive
578,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral
579,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,neutral
580,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive
581,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,positive
582,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral
583,"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",positive
584,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive
585,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",positive
586,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive
587,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive
588,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive
589,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive
590,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,positive
591,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
592,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",positive
593,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",neutral
594,The bank sees a potential for Getinge share to rise .,positive
595,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive
596,The cooperation will double The Switch 's converter capacity .,positive
597,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,positive
598,"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive
599,"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive
600,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive
601,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
602,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive
603,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive
604,"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",positive
605,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive
606,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,positive
607,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive
608,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive
609,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive
610,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive
611,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive
612,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive
613,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive
614,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive
615,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",neutral
616,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",neutral
617,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",positive
618,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,positive
619,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",neutral
620,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",positive
621,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,neutral
622,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral
623,The original contract was signed last summer .,neutral
624,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",neutral
625,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,positive
626,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive
627,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,positive
628,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
629,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,neutral
630,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
631,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive
632,The new technology improves the glass quality and consistency while increasing throughput .,positive
633,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral
634,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive
635,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",neutral
636,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',positive
637,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",neutral
638,"`` The number of collection errors fell considerably , and operations speeded up .",positive
639,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive
640,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",positive
641,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive
642,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive
643,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,positive
644,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
645,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
646,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive
647,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive
648,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive
649,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",positive
650,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive
651,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive
652,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive
653,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive
654,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive
655,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive
656,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive
657,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive
658,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
659,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive
660,Unit costs for flight operations fell by 6.4 percent .,positive
661,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,positive
662,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive
663,"According to Sepp+Ænen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",positive
664,The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
665,The last job losses related to these reductions will take place during 2010 .,neutral
666,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive
667,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral
668,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,positive
669,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
670,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative
671,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative
672,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative
673,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative
674,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
675,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
676,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative
677,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative
678,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
679,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative
680,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative
681,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
682,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative
683,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative
684,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",negative
685,"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",neutral
686,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive
687,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive
688,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive
689,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive
690,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive
691,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
692,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
693,Also construction expenses have gone up in Russia .,negative
694,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",neutral
695,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,neutral
696,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative
697,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative
698,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",negative
699,Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative
700,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
701,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
702,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive
703,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive
704,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",positive
705,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive
706,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive
